Gene Symbol	KO1	KO2	KO3	KO4	KO5	WT1	WT2	WT3	WT4	WT5
Ndufaf7	298.9	325.5	240.5	349.9	320.9	238.5	310.3	376.7	296.5	300.4
Paip1	293.1	395.2	270.6	410	413.8	263.1	324	484.4	332.9	334.8
Pgp	52.5	62.7	51.1	85.2	64.4	51.9	64.9	67.1	65.3	55.9
Kif13b	1602.6	1846.7	1485.1	2043.6	1807	1347	1772.6	2101.6	1682.3	1681.7
Prcc	179.4	231.5	151.2	234.9	191.9	129.6	219.2	257.6	171.9	181.2
Acot2	86.8	87	84.5	98.1	92	73.2	78.2	84.7	100.9	97.3
Rcc1	195	173.1	149.8	207.3	167.6	142.5	206.9	209.1	160.3	150.2
Atp6v1a	614.7	729.8	588.1	751.6	646.8	539	702.7	725	678.3	638.7
Emc8	460.5	533.2	419.2	555.3	453.5	384.4	512.7	545.2	514.7	440
Nup35	75.6	82.7	67.9	88.8	77.4	77	81.6	108	75.4	68.8
Gsdmd	685.4	701.5	576.1	812.1	690.9	558.5	696.4	819	684.6	599.9
Hnrnph1	75.2	82.3	69	88.5	80.8	63.8	72.4	90.4	76.6	70.6
Phkg2	106.8	107.3	82.7	127.7	106.2	82.8	115.3	124	113.9	101.8
Dnajc11	701.1	738.2	653.9	888.6	746.8	644.4	795.7	779.2	756.3	692.9
Supt16	98	111.2	85.6	131.6	115.1	111.7	103.3	122.3	104.6	96.5
Prkar2a	1154	1437.3	1039.4	1510.8	1270.2	991.3	1350.7	1480.6	1241.7	1192.6
Itpr1	107.5	104.8	89.6	168.7	113.1	90.8	118.1	137.1	100.5	102.8
Arhgdib	277.3	269.9	206.9	301.1	251.4	263.5	284.4	261.9	231.2	236.2
Nsf	538.3	639.9	524.4	666.5	596.4	482.4	648.7	621.9	594.4	593.7
Uchl5	287.1	333.9	232.4	382.5	325.1	257.8	309.6	418.1	312.8	286.8
Pnkp	46.1	48.1	41.6	55.3	48.1	39.8	48.1	65	39.9	44.1
Fam3c	173.1	179.8	127.6	180.6	149.9	99.5	149.7	182.3	150.2	141.7
Reep6	701.6	865.9	844.5	942	844.8	668.8	796.5	899.9	865.1	825.1
Tmpo	14.6	20.6	18.8	26	19.6	12.9	11.1	24.8	23.8	18.5
Tango2	134	148.5	114.4	143.9	135.6	124.8	148.6	157	131.2	155
Ube2n	1356.4	1716.6	1365.7	1611.8	1520	1250	1590.9	1886.8	1548.7	1437.7
Ube2v2	767.2	980.5	711.3	992.4	866.3	609.1	704.4	1119	814.4	832.1
Arpp19	546.6	695.6	467.1	758.7	619.1	463.8	530.3	787.7	610.4	601.4
Fhip2a	88.9	100.9	74.1	113.1	88.4	77.5	108.7	106.5	82	85.1
Sar1b	306.4	376.3	299.3	388.8	356.6	290.2	341.3	448.9	363	327.8
Cyp2ab1	185.4	236	195.3	223.1	254.5	187.6	213	237.1	215.5	247.5
Rheb	56	63.1	54.8	82	65.3	61.4	67.4	64	67.4	60.3
Rab5a	103.3	94.6	80.3	123	85.8	71.3	88.1	110.9	109	95.1
Slco1b2	1510.9	1620.9	1451.7	1722.8	1601.7	1309.6	1802.6	1694.5	1495.7	1446.8
Auh	1155	1293.6	1035	1346	1162.4	1083.1	1396.8	1245.6	1152.8	1065.1
Etfb	9593.8	9672.9	8418.7	11261.7	8311.1	8640.8	12016.2	11054.8	8755.2	7794.8
Eif4g1	186.3	203.1	171.1	223.1	215.6	140.4	206.8	215.4	195.2	194.5
Gsto1	2593.8	3797.3	2883.5	3569.9	3224.4	2096.7	3444.9	4561.2	3181.8	3269.1
Ap3d1	103.7	110	79.5	119.9	112.2	77.5	111.7	117.3	106	101.6
Ccdc25	59.3	62	48	80.4	66.4	43.4	70.2	74	59.3	55.9
Serpina3k	1492.3	1658.3	1346.6	1827.6	1575	1178.3	1782.4	1827	1878.2	1411.4
Lactb2	2106	2528.5	2075	2794.7	2475.9	1906.3	2496.3	3158.5	2663.9	2217.2
Serpina10	75.2	80.6	68.6	100	83.2	73	90.1	94.5	72.8	75.5
Dnajb11	471.9	496.4	380.9	551.7	430.9	404.5	548.6	539.1	449.5	407.8
Arhgap1	125.1	132.8	103.7	133.4	120.1	107.3	132.3	143.3	118	102.8
Fancf	294.7	310.1	236	361.2	278.4	263.4	315.1	357.1	265.4	256.9
	2071.5	2842.3	2186.6	2674.8	2544.6	2115.7	2707.2	3023.4	2832.3	2767.1
Ergic1	294.5	309.3	241.7	382.5	296	254.9	303.5	346	319.3	280.5
Iigp1	2319.3	1731.3	1761.8	1821.9	1694.6	2297.9	1886	1604.9	1598.3	1605.9
Apoo	760.7	799.3	667.8	839.3	713	600	840.6	1029.9	675.7	701.1
Gstt2	380.8	517.8	410.5	413.8	450.6	473	529.7	427.1	445.1	406.4
Slco2b1	606.6	614.6	456.4	718.1	609.9	495.6	661.7	656.3	634.3	553.2
Sdhb	5545.1	6364.8	5147.3	6808.7	4901.4	4729.5	6169.6	7921.8	5386.8	4470.7
Tsc22d1	380.2	413.8	296.4	482.7	365.8	267.9	337.9	459.1	378.5	421
Tor1a	79.3	85.2	68.4	103	88.3	72.2	90.8	95.6	78.6	61.8
Abcb4	590.2	546.8	523.9	636	621.5	504.2	597.9	608	590	570.7
Hspa1b	347.2	409.9	308.3	443.6	333.3	299.6	380.3	440.1	365.2	310.9
Ehd3	83.7	87.8	60.5	102.3	68.5	82.5	89.3	93.1	89.3	63.1
Dhx38	118.6	120.1	113.9	156.9	138.7	108.8	129.6	130.2	128	138.9
Etfa	7303.9	8019.9	6314.4	8806.1	6778.2	6708.7	8989	8738.4	7095.6	6500
Angptl3	74.5	69	67.1	110.4	76.8	64.3	66.2	75.2	88.2	82.8
Acp5	102.5	110.7	92.9	119.6	106.9	92.1	113.6	123.6	99.3	109.9
Pycr3	959.8	1126.8	939.4	1125.9	1113.1	850.8	1146.3	1128.9	1044.6	1055.3
LRG1	199.3	213.1	164.1	270.6	197.9	153.8	211.5	282.2	195.7	189.1
Rnf25	57.4	66	36.4	79.6	65.2	51.1	45	89.6	58.6	61.7
Urod	246.5	295.3	234.9	281.6	257.4	220.8	273	306.9	268.4	238.6
Raph1	175.3	190.9	151.3	203.9	208.7	148	210.6	167.9	165.6	183.1
Rdh16f1	423	557	562.3	530.8	587.7	459.4	556.4	498.6	510	493.9
Srsf7	160.4	169.9	148.3	201.2	144.2	124.1	188.5	177	160.5	154.9
Caprin1	2466.2	2960.1	2173.4	3259	2958.8	2018.7	2604.5	3711.6	2661.6	2733.4
Ndufb5	1194.7	1251.6	996	1478.3	1060.4	970.9	1330	1699.9	1092.5	993.2
Abhd11	968.3	1060.1	810.2	1170.7	931.6	809.5	1083	1251.9	884.1	833.8
Hsph1	842.5	903.9	815.7	1053.2	983.4	655.4	991.5	859.1	860.5	902.6
Magohb	70.9	75	59.4	87.5	74.5	66.1	72.2	85.6	81.3	66.4
Atp5pb	3316.7	3653.3	3109.4	3706	3005.8	3379	4376.5	3437.9	3322.4	3118.3
Plpp3	138.4	145.8	128.6	162.8	159.4	126.5	207.3	132.8	117	133
Iyd	198.6	200.1	167	240.9	216.2	180.3	211.4	234.9	196.8	197.9
Pbld2	1340.1	1577.3	1238.8	1491.6	1443.7	1206.3	1583.5	1715.8	1414.8	1371.3
Dcps	280.9	327.1	265	316.8	336.4	253.8	352.6	332.9	280.4	291.2
Spryd7	116.7	118.1	113.2	125.9	107	91.6	119.7	109.1	109	104
Aven	138.6	165.2	131.5	203.6	174.1	127.5	140.5	217.4	151.4	177
	87.1	89	62	95.7	83.2	58.8	93.3	96.5	90.8	78.2
Atp5mk	534.4	618.9	485.1	568.3	440.2	484.8	595.2	626.7	575.3	445.4
Pgm2	337.2	347.6	271.5	424.2	334.6	281.2	362.6	399.6	302.3	318.2
Glo1	5415	7144.3	4323.4	6447.6	5729	4092.9	5731.6	8815.4	5489.8	5207.8
Psmb4	539.8	645.8	496.7	615	584.4	483.8	613.4	675.4	607	604.1
Prpsap1	219.4	249.8	197.9	265.2	227.1	189.2	240.5	279.5	225.1	241.9
Mrpl35	280.9	293	253.2	318.7	275.6	250	331.6	319.1	269.9	262
Snrpb2	141.7	196.6	135.2	253.8	146.5	110.6	146.5	187.6	177.1	151.6
Sgpl1	872.6	880.6	741.3	990.1	876.9	760.3	1041.2	876.2	807.4	818.4
Rab9	239	250.7	182.1	298.2	254.6	189.6	261.9	326.5	248.4	229.9
Gstp3	1543.7	310.2	189	323.8	276.2	1634.2	304.2	257.2	306.4	239.2
Eif4a3l2	54.9	64.6	59	78.1	61	56.7	75.8	67.8	60.4	54.2
Snx3	789.1	1014.1	688.6	1020.4	789.5	652	881	1115.1	821.1	753.1
Aimp2	141.8	207.8	149.6	175.6	199.4	170.8	191.4	160.3	233.1	160.2
Tnrc6a	47.5	51.2	43.6	44.3	42.5	39.8	51.9	53.2	50.1	56.4
	52.6	66.2	54.3	71.5	65.4	44.6	62.5	73.2	62.6	66.6
Agl	4434.6	6067.7	5201.5	5476.7	5672.5	5271.2	6322.3	5635.3	5467.4	5342.8
Tsg101	156.3	164.6	134.7	209	192.2	132.7	170.6	221.4	139.8	153.3
Ghitm	474.5	443	392.3	535.4	416.1	370.2	513.9	482.4	467	420.3
Gas2	88.6	99.7	76.9	118.1	101.8	80.5	84.2	111	70.6	87.8
	85.7	92.4	90.5	103.2	84	78	107.2	87.4	74	81.4
Nags	259	274.5	259.5	302	273	231.1	298.3	274.3	260	244.2
Tpm3	83.4	89	72.4	88.8	97.3	70.9	82.2	100.5	83.9	72.9
Trnt1	397.5	463.7	330.7	491.4	399.9	337.9	463.2	536.3	398	380.2
Spcs2	663.6	693.1	552.6	671.1	656	538.2	877.9	689	661.7	611
Aqp9	155.5	182.4	160.1	164	140.5	147.6	225.5	173.9	140.3	149.8
U2af2	204.3	226.6	180.1	250.4	220.3	174.6	251.4	234.3	207.5	207.5
Synrg	163	196.1	137.7	208.7	191.9	144.7	167.8	232.5	163.4	173.1
Srsf5	58.1	69.8	60.9	76.4	74.5	49	85.1	77.3	55.4	68.4
Hsd17b8	893.6	892.4	748	1039.9	826.2	838.3	1001	930.5	852	775.8
Hmbs	98.3	110.3	82.4	127.8	98.3	77.5	106.3	130.7	98.8	104.6
Nfs1	560.3	645.6	495.2	650.2	482.8	491.1	616.9	605.9	572.7	540.2
Mrpl47	311	329.6	287	365.5	277.8	281.5	336.9	327.6	320.2	261.3
Srsf4	457.6	539.6	469.4	585.2	474.4	406.1	558.3	469.6	435.3	492.5
	94.5	101.6	82.8	139	96.8	80.8	99.9	109.1	106	113.7
Pla2g15	113.4	133.5	106.1	124.8	116.2	107.2	125.6	124.3	138.8	110.9
Tmem106b	386.8	387.7	305.3	452.2	362.3	288.1	389.8	434.3	365.5	365.2
Mcoln1	19.3	18.3	14.5	24.1	10.7	14.2	19	19.8	14	22
Lin7a	100.2	112.8	83.3	120.9	114	85.4	101.3	137.4	100.8	104.8
Emc2	280.6	307.2	279.4	384.7	324	279.1	349.1	301	354.1	302.9
Park7	3670.2	4730.5	3055.2	4613.2	3890.8	3130.1	4161.5	5732.3	3927.3	3632.5
Cops4	116.9	153.6	108.1	139.6	129.7	102.4	134.6	179.6	124.9	127.5
Itpa	288.9	363.5	267.3	377.3	313.8	254.9	335.3	410.5	336.7	297.2
Aldh3a2	39.5	49.1	36	50.1	44.2	32.2	39.7	50.2	42	43.3
Tjp2	872.1	811.8	645.2	1202	821.2	630	957	1016	802.9	784.3
Gcn1	1178.8	1224.6	1023.5	1406	1335	942	1315.1	1300.4	1208.2	1225.2
Iba57	74.2	74.8	59.1	87.2	73.8	60.8	84.4	71.7	70.4	68.7
ORM1	3407.1	3302.8	2207.2	5934.8	3100.4	1613.1	3503.6	4681.6	2374.5	2962.7
Rufy3	823.8	948.5	703	1035.1	934.8	676.3	810.1	1028.3	882.2	816.2
Ctnnb1	682.2	727.6	602.5	799.3	636.8	595.8	816.4	673.8	670.8	595.7
Fkbp11	385.9	331.3	280	475	337.8	247.5	328	407.5	340.3	322.8
Dhx9	936.1	998.8	835.2	1061.4	951	799.3	1159.3	1007.8	943.3	877
Actr2	161.8	195.6	150.8	186.8	186.2	155.7	193.5	172.4	174.4	172.9
Arl6ip5	364	399.9	323.9	436.6	354.8	291.9	411.5	461	366.9	344
Commd1	607.9	735.6	529.4	773.7	670.2	516.1	594.9	794.5	636.3	653.5
Septin11	98.8	132.8	91.3	124	98.2	71	113.3	139.7	109.1	85.9
Ctsf	126.6	141.5	106.6	163	131.5	102.4	158.5	142.2	130.6	131.7
Mrpl45	205.5	224.5	180.7	266.8	210.2	187.5	232.5	251.9	217.9	177.4
Lactb	1302.2	1765.5	1037.2	1375.8	1218.2	1028.3	1801.1	1659.7	1052.6	1107.9
Kif5b	599.6	701.7	496.2	776.6	628.9	504.3	670.9	877.1	666.9	601.6
Myorg	188.1	213.4	165.3	253	194.8	162.4	208.5	234.2	203	193.6
Septin7	639.4	788.7	571.9	768.4	622.5	577.6	713.8	732.6	705.6	618.9
Crat	298.2	334.8	296.1	381.6	350.1	272.1	303.7	342.1	314	317.1
Rbm47	149.8	150.5	124.6	171.4	192.9	122.2	153.4	139.6	147.6	177.4
Btd	140.1	141.3	111	171.4	137.1	108.5	152	176.9	151	118.8
Idh1	13603.6	16572	11239	16808.2	14705.6	10937.5	13436.7	20898.1	15089.9	13276.9
Naga	96.8	105.7	84.6	107.7	96.5	86.3	107	99.6	100.4	93.7
Sh3gl1	861.9	924.3	712.6	1079.1	888.3	714.9	985.7	1049.1	909.8	830.8
Emc1	558.1	597.3	529.6	683.9	595.1	477	611	618.4	598.7	557.2
Prdx4	732.1	787.7	603.9	825.7	715.7	595.7	806.4	910.1	714.2	630
Mrps21	186	191.6	158.3	204.7	174.7	157	194.1	188.8	216.9	169.8
Pura	1077.6	1246.1	968.3	1318.2	1251.6	950.5	1240.4	1331.7	1147.1	1201.4
Hnrnpu	4810.9	4871.5	4399.6	5176.2	4756.2	4232.6	5820.4	4524.5	4528.9	4557.3
Ecsit	99.1	99.9	77.2	123.4	109.3	89.7	91.9	111.2	100.2	96.1
Dusp23	98.2	108.6	88	129.8	112.7	84.4	113.9	120.5	102	103
Gm49804	400.4	419.8	385.2	420.9	407.2	437.3	609.3	392.9	375.7	388.3
PLG	325.3	360.9	266.9	456.9	332.9	250.5	396.4	461.4	332.6	289.4
Zc3h11a	81.2	106.3	68.9	85.6	84.1	69.5	90.8	119	79.4	84
	52.3	63.3	44.9	60.9	39.2	36.7	57.9	73.5	43.6	51.5
Acot4	102.1	118.1	96.1	126	125.8	92.5	105.6	127.2	112.1	118.1
Sntb1	616.2	657.4	604.5	810.7	634.4	537.1	742.1	754.6	663.1	576.7
Eif4g2	646.8	706.6	524.1	867.1	806.4	474.9	727.4	806	541.3	735.9
Ube4a	22	23.5	19.9	20.7	25.5	18.4	33.7	26.8	17.9	24.4
Arfgap2	1556.1	1841.8	1430.7	2292.9	2046.3	1394.4	1642	2245.1	1705.7	1776.7
Sptbn2	1831.5	1974.5	1612.2	2399.1	2226.5	1536.9	2105	2303.8	1873.2	1763.1
Glrx3	413.1	544.5	382.9	558.9	486.3	375.3	476.1	592.6	482.6	442.8
Ywhae	5426.2	6485.8	5081.4	6615	6192.9	4999.9	7308.8	6484.5	5567.3	5835.3
Dhrs7	360.4	377.6	346.6	415.6	393.7	367.7	477.7	362	364.9	339.7
Lsm1	155.1	202.3	131.2	201.2	150.9	118.1	143.4	227.3	157	150.9
	181.7	201.7	180.8	212.2	270.1	158.2	204.4	207.8	190	187.8
Spast	88.8	109.8	75.3	116	99.1	74.7	96.3	132.8	99.8	91.9
Rbm5	459	530.5	422.4	531.8	504.1	424.1	545.9	519.4	501.6	406.5
Actn4	8120.8	10625.7	6374	11178.7	8257.1	6736	9189.7	12980.2	8413	6908.2
Rnps1	91.9	106.3	87.8	120.7	96.7	76.8	111.1	82	98.5	101.5
Dynll2	255.7	343.7	284.3	314.4	297.1	277.6	314.3	351	352	285.4
Rprd1b	45.5	50.5	38.4	59.4	54.5	37.9	43.5	60.9	46.8	52.6
Snrpd2	372.9	475.8	364.8	443.7	421	357.5	468.6	449.4	431.3	382.6
Zmynd8	21.3	25.3	13.1	24.8	18.1	18.4	13.1	29.1	20.5	18.7
Cdc34b	65.3	74.2	38	87.3	76	51.7	60.8	91.7	73.1	66
Lars2	72.1	64.1	74.1	87.3	86.2	58.8	88	71.4	73.1	77.7
Dld	5776.5	6185.1	5915.2	7050.7	5298.1	5646.7	7259.4	6134.1	5828.5	5114.8
Acadl	4798.8	5406.9	4560.9	5542.5	4695.2	4704.1	5886.5	5163.7	4864.3	4397.1
	1121.1	1041.7	1018.9	1247.1	1246.3	1057.7	1515	963.1	1136.4	988.5
Cpped1	230.6	290.4	211.4	308.9	250	212.1	263.9	323.1	257.6	214
Commd4	79.4	86.9	69.6	100.7	95.5	71.4	101.6	97.6	78.5	76.4
Atg5	151	168.3	130.4	170.4	155.5	130.3	147.3	173.7	170.2	146.9
Mlxipl	52	47.7	50	63.6	50	41.5	56.1	63.4	55	53.6
Pfas	66	88.6	68.7	100.9	88.2	81	82.7	98.4	89.1	78.9
Gcat	739.3	847.8	675.6	883.4	716	748.4	936.7	806.1	749.9	675.8
Sardh	9803.1	10244.4	9428.6	10827.9	9035.4	9476.7	13896.4	10203.9	9507.9	8691.1
Chchd6	36.7	37.2	31.2	45.8	32.9	24.1	32.6	46	36.3	38
Lsm12	118.2	160.8	115.1	143.1	132.3	105.6	150.3	160	137.7	125.1
Pabpc4	970.6	1069.2	934.6	1198.6	947.2	860.5	1040.6	1224.3	991.7	948.4
Tmem11	122.8	139.8	108.7	140.8	133.3	124.7	145.4	130.5	126.6	103.4
Pipox	2345.5	2482.3	1987.8	2537.6	2227.9	2270.2	3019.8	2549.1	2304.8	2120.4
Mrps17	98.1	104.6	92.1	110.9	94.1	87.7	108	97.2	104	81.4
Mocos	65.3	67.5	61.8	65.2	78.9	56.1	64.1	73.3	71.6	73.2
Fgf1	315.2	349	262.9	355.1	309	262.5	318.7	391.5	306.8	319.9
Nubp1	70	87.1	57.1	81.6	67.6	47.2	63.9	99.2	82.9	65.1
Pls3	4327.6	5728.8	4062.1	5546.1	4853	4006.7	5221.2	6907.3	4869.7	4508
Psmb6	724.3	862.9	663.8	900.5	806.7	614.8	859.7	909.2	785.3	797.1
Tsfm	356.2	375.3	275.4	443.5	335.8	303.5	399.7	420.3	330.4	296.5
Dnaja3	975.8	951.1	783.9	1099.6	866.1	784	1072	1098.1	865.2	799.9
Arl6ip1	359.6	395.5	342.4	411.4	654.6	311.2	403.7	543.2	360.3	400.4
Mtnd5	278.8	288.5	245.6	300.9	267.2	274.1	343.8	266.6	268.3	255.2
Atp5mj	273.7	298.3	246.9	317.5	217.7	234.7	308.3	347	224.2	236.1
Exosc8	176.4	206.2	151.6	235.2	180.4	143.8	200.1	220.2	181.2	195.3
Wbp2	78.8	95.4	76.7	100.6	85.1	71.2	97.4	103	86	69.3
C1s1	12.9	14.8	11.6	21.6	17.3	12.2	16.3	14.1	13.7	12.6
Serpina1a	2125.1	2157.8	1595.2	2752.7	1794.3	1584	2132.7	2418.4	2065.6	1942.8
Naprt	583	774.7	681.8	695	727.2	627.8	774	756.4	720.2	691.1
Ptgr3	657.1	678.5	586.7	754	668.8	585.4	742.1	651.5	709.6	630.8
Micos10	370.2	359.6	336.8	429.8	383.3	364.7	430.6	384.1	349.6	360.9
Itpr2	335.2	330.9	324.7	410.2	343.9	288.4	382.8	359.8	318	337.2
Serpina1b	344.2	345.2	280	467.2	311.2	258.8	349.7	393.9	330.1	325.3
Ddx17	170.4	202.4	161.4	197.1	177.4	156.7	208.6	183.7	178.3	166.6
Coro7	67.6	79.6	57.4	79	68.4	55	76.9	60	75.4	65.9
Hnrnph2	414.9	492.1	370.2	460.2	418.8	357.1	501.1	472.4	450.9	386.1
Txnrd2	706.8	749.4	615.3	831.7	661.4	618.9	859.5	752	697.1	645.7
Acaa1b	7526.4	6434.3	6870.1	10055.4	8298.1	6787.1	6542.5	6841.6	9074.9	7951.2
Fkbp8	789.5	864.9	671.6	917.7	763.3	707.6	863.2	885.1	870.3	751.9
Ddx1	473.6	533	432.2	572.3	517.6	407	551.1	594.9	528.6	500.7
Plec	5876.1	6914.4	5093.3	7866.8	6536.4	5445.8	6609	7143.2	6874.6	6171.6
Map2k3	66.6	74.6	66.2	76.1	70.6	52.3	83.5	58.1	69.4	83.8
Opa3	643.2	717.1	671.8	851.8	681	647.3	760.8	748.8	691.6	648.8
Atp5mg	1194.8	1406.8	1140.7	1286.1	1068.9	1208	1282.3	1202.2	1553	1165.6
Sub1	644.3	610.6	509.2	659.1	657.1	511.5	660.8	648.1	577.9	662.7
Thoc5	146.4	162.8	120.5	209.7	167.3	130.6	167	182.7	158.7	128.1
Glod4	2007.8	2109.6	1549.9	2083.8	1867.4	1811.9	2075.3	2436.7	1878.1	1789.3
Mrpl19	157.2	140.2	132.7	165.4	130.3	116.2	158.9	142.6	134.7	135.6
Fubp3	224.6	250.3	187.3	300.1	237	185	238.7	282.3	233	232.1
Mcat	223.3	212.6	167.6	259.2	182.4	167.6	226.9	290.8	177.9	161.9
	249.9	336.7	364.6	298	303.4	258.4	278.4	410	262.2	467.9
Man1a	263.4	261.3	229.7	310.5	278.6	228.8	293.4	258	268	270.7
Hnmt	1326.2	1911.1	1137.9	1803.3	1578.4	1208.8	1597.1	2510.3	1601	1436.3
Atad1	245	272	233.3	304.4	247.8	219.7	280	276.6	252.7	250.1
Ivns1abp	124.4	134	117.2	148.5	132.1	101.1	140.8	147.6	136	143.1
Smpd2	96.2	101.1	77.1	106.3	95.9	80.5	104.7	92.9	93.4	93.6
Rab5c	672	726.3	616	859.8	680	625	760.5	737.5	691.4	642.9
Sfxn2	265.7	314.6	248.2	327.9	312.7	235.8	334.2	349.7	287.1	283.8
Drg1	104.5	106.7	87.9	130.7	99.7	81.2	118.2	111.7	105.9	98.5
Rtp3	157	170.6	158.1	202.1	184.3	143.4	169.1	180.6	183.2	161
Atp5po	4509	5181.4	4111	5288.1	4093.3	4059.5	5103.1	5994.9	4355.7	4097.4
C4b	1245.9	1266.6	1020.2	1400.4	1287.9	1056.4	1414.1	1393.6	1192.3	1123.5
Nrdc	189.5	216.9	176.1	260.7	230.5	174.2	205.8	230.4	209.2	200.7
Dhx15	375.7	434.7	363.4	488.7	413.9	368.2	474.1	438.2	405.9	387.2
Gcc2	462.2	529	387	676.7	569.9	392.1	481.3	622.9	492.9	522.8
Prkaa2	50.7	59.4	52.9	63.2	58	45.5	65.6	67.2	54.7	53.1
Pdlim1	630.4	717.9	502	847	659.5	441.2	591.2	897.3	664.1	642.4
Soat2	447.8	534.8	400.2	439.5	418.8	471.3	620.2	480.1	456.2	393.5
Ppp2r5a	222.5	247.9	184.9	307.2	227.9	194.3	255.9	320.9	223.5	202.3
Usp5	1319.9	1620.2	1291.5	1655.2	1510.2	1278.6	1658.9	1689.9	1608.5	1523.3
Abcc3	252.6	322	278.8	309.5	265.2	222.8	296.8	319.7	314.8	279.6
Oxsm	642.5	720.6	629.8	751.9	696	642.5	788.9	660.2	671.8	615.5
Dbt	2790.7	3025.5	2602.9	3258.8	2752.9	2861.7	3744.7	3023.9	2821.1	2632.8
Aspscr1	365.1	401.1	314.1	444.6	390.3	297.8	416.7	393	372.1	402.3
Ap3m1	108	133.7	107.3	134.2	116.8	99.6	123.4	142.3	124.2	111.6
Tufm	5069.5	5544.7	4621.4	6689.6	4897.8	4837.4	5998.5	5514.3	5171.2	4637.5
H2aj	1521.6	1611.1	1117.2	1974.2	1744.7	1313.1	1777.1	1754.1	1393.7	1549.4
Zc3hav1	686.8	708.1	584.8	876.1	704.5	528.4	734.7	844.2	716.2	706.8
Crlf3	69.2	71.7	65.3	84.8	73.3	59.7	65.6	92.7	63.2	75.6
Gpam	509.3	484.8	392.4	619.1	475.2	405.6	566.3	495.8	507.3	409.5
Opa1	1796.9	1960.4	1567.3	2101.5	1652.6	1600.5	2033.6	2222.4	1804.8	1497.1
Cask	199	235.6	192.9	256.9	247.2	188.5	244.4	225.2	219.4	219.4
Mtnd4	281.7	262.1	228.9	336.4	284.8	237	357.2	265.1	242.1	277.2
Rps23	508.8	577.6	468.2	617.7	560.4	435.2	599.5	636.3	570.6	521.3
Uqcrc2	5668	6003.8	5322.7	6539	5285.6	5494.9	7309.4	5994	5606.5	5224.3
Lgals8	52.9	50.4	42.1	57.6	50	37.5	61.4	47.6	49.7	47.4
Impa1	266.6	336	268.9	302.8	310.4	282.1	348.3	332.8	313.3	292.2
Fn3k	286.4	341.8	264.9	333	343.2	267.7	328	363.6	338.7	298
Ier3ip1	149.2	144.1	138.8	166.6	158.6	138	169.3	179.5	151.5	164.7
Pgghg	263.7	317.8	276.4	308.1	296.9	269.6	366.6	337.1	296.9	284.9
Arhgap17	73.6	104.3	72.1	111.5	97.3	86.7	87.3	101	95.3	89.1
	1024.9	1205.8	877.2	1621.5	1006.5	731	1243	1750	1047.2	874.2
Ilvbl	62.7	59.9	38.8	63.7	53.6	49.8	56.6	65.4	58.3	48.5
	10214.3	11854.4	8563.3	15752	9730.6	7133.4	14520.9	17188	10449.7	9102.2
Uqcrc1	4186.9	4629.4	4017.9	4855	3966.8	4111.9	5276.3	4647.5	4283.5	3870.1
Cstf2t	55.4	60.5	45.1	56	63.6	44.6	64.8	63.1	57.3	54.4
Prodh2	2081	2231.6	1944.5	2205.5	1923.8	2013.5	2361.8	2117.3	2084.9	2004.5
Sepsecs	469.9	456.9	444.3	578.1	447.7	474.3	607	514.5	435	461.3
Nagpa	108.5	126.4	95.8	150.6	134.6	101.3	98.1	142.7	111.7	125.7
Ndufa11	73.5	87.8	77.4	82.2	74.5	65.7	94	64.9	75.4	65.5
Fabp1	13652.7	16777.5	12787.3	18177	17152.8	10197.9	13105.8	19976.9	15181.3	14734
	154.6	179.3	148.8	194.9	174.8	144.9	163.3	186.2	172.7	161.2
Srsf6	256.1	281.3	229.9	320	247.1	233.9	306.3	257.9	259.5	252.9
Napa	748.7	836.4	605.4	896.6	707.8	623.3	843	1074.6	748.9	639.2
Ca5a	486.7	546.6	460.2	600.7	491	424.8	510.9	556.6	521.2	486.1
Polr2f	299.1	386.6	262.8	359.5	343.9	256.8	304.4	450.2	308.9	311
Mrpl46	90.9	96.9	68	61	77.7	66.6	91.2	130.7	80	64.2
Smyd5	92.1	101.2	82.5	101.1	93.3	81.4	88.8	113.8	108.1	87.4
Psmd7	633.9	728.2	569	796.4	775.3	551.1	743.5	881.8	703.6	619.6
Scrn2	221.2	287.8	220.5	278.5	258	225.9	291.7	301	259.2	241.9
Rhot1	90.5	98.6	70.2	133.8	99.8	78.5	101.6	112.7	94.1	82.4
Polr2l	171.4	215.2	176.5	207.2	215.4	166.2	224.3	250.8	195.7	199.2
KRT5	610.3	288.4	250.8	469.8	447.5	439.5	436.5	751	392.2	353.9
Hspa14	56.9	60.5	57.3	69.1	66.9	53.1	55.1	59.3	58.4	63.9
Gid8	146.7	170	149.1	202	195.6	148.4	177.2	188	171.4	162.1
Gstm7	1185.1	1488	1035.3	1549.3	1424.2	1074.5	1383.4	1841	1332	1243.2
Acat2	126.4	113.5	68.3	112.6	81	71.1	117.7	132.1	94.2	76.5
Zfp638	278.5	247.5	223.5	315.9	332.3	223.7	424.8	307.2	233.2	300.6
Atp6v1c1	37.7	40.4	30.9	49.2	35.8	28	32.5	51.5	39.5	36.4
Swap70	74.1	89	61.9	108.3	80.3	70.6	80.1	105.2	81.5	76.9
Mydgf	1080.8	1191.6	1138.9	1235.1	1100.5	1057.3	1435.3	1211.9	1116.1	927.1
Lman1	3155.7	3305.6	2893.1	3619	3161	2775.7	3927.5	3480.6	3206.3	2859.5
